1、序号,2、您的性别:,3、您的年龄：,4、您目前所在的学校类型：,5、学校属于教研体系建设县（市、区）教研项目（中山小榄）中哪一类：,6、本学期，您任教的学科是:,7、您的教龄（正式教学年限）：,8、您是否担任过以下职务（可多选）：(备课组长),8、(教研组长),8、(教务主任/教学副校长),8、(校本课程开发负责人),8、(暂无担任),9、您是否参加过与“课程领导力”相关的教师培训或课题项目？,10、您的最高学历：,11、您目前的职称：,12、您当前任教的学校名称是：,13、您最高学历所学的专业类别是?,14、您是否是师范类专业毕业?,15、您的岗位性质是:,16、您目前任教的年级是:【可多选】(小学一年级),16、(小学二年级),16、(小学三年级),16、(小学四年级),16、(小学五年级),16、(小学六年级),16、(初一),16、(初二),16、(初三),16、(高一),16、(高二),16、(高三),17、您在本学期是否担任班主任:,创新教学观总分,创造力效能感总分,创造性教学情况总分,创造力成长观总分
2774,1,4,2,2,9,5,0,1,0,0,0,1,4,2,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,55,20,106,30
2775,2,2,4,3,3,3,0,1,0,0,0,2,1,1,47,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,2,64,13,128,31
2776,2,5,4,3,1,6,0,0,0,0,1,2,2,2,47,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,51,28,140,30
2777,1,6,2,1,2,6,0,0,0,0,1,2,2,2,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,57,20,84,30
2778,1,6,2,2,5,6,0,1,0,0,0,2,2,3,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,69,18,88,35
2779,2,2,4,3,1,3,1,0,0,0,0,2,1,2,47,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,64,17,99,34
2780,2,2,2,2,8,1,0,0,0,0,1,2,3,1,7,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,57,20,84,30
2781,2,2,2,1,10,3,1,0,0,0,0,2,2,2,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,67,20,112,38
2782,1,6,2,2,1,6,0,0,0,0,1,1,2,3,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,55,20,140,32
2783,1,6,2,3,1,6,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,54,20,120,31
2784,2,6,4,3,2,6,0,0,0,0,1,2,2,2,47,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,76,19,115,39
2785,2,6,2,2,3,6,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,67,17,91,39
2786,1,6,1,2,5,6,0,0,0,0,1,1,2,2,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,54,24,112,30
2787,2,4,4,3,8,5,0,0,0,0,1,2,2,2,47,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,68,20,84,30
2788,2,6,1,2,11,6,0,0,0,0,1,2,2,3,7,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,56,24,112,33
2789,1,1,2,2,7,2,0,0,0,0,1,2,2,4,7,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,2,82,24,137,35
2790,2,5,2,2,7,6,0,1,0,0,0,2,3,3,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,57,20,122,24
2791,1,6,2,2,5,6,0,0,0,0,1,1,2,3,7,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,54,24,100,39
2792,1,4,2,2,1,5,0,0,0,0,1,2,4,2,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,53,24,112,33
2793,1,5,2,2,5,6,0,0,0,0,1,2,2,2,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,60,16,84,30
2794,1,4,4,3,16,6,0,0,0,0,1,2,1,1,48,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,2,99,28,140,40
2795,1,6,2,2,11,6,0,0,0,0,1,2,2,2,7,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
2796,1,5,2,2,2,6,0,0,0,0,1,2,2,3,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,140,21
2797,2,4,2,2,9,6,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,94,28,140,39
2798,1,6,2,2,6,6,0,0,0,0,1,2,1,1,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,86,24,101,36
2799,2,4,4,3,2,3,1,0,0,0,0,2,2,1,47,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,65,11,104,35
2800,1,6,2,2,6,6,0,0,1,0,0,1,2,3,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,69,24,91,34
2801,1,4,2,1,9,5,1,0,0,0,0,1,4,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,84,24,112,40
2802,2,2,2,2,3,2,0,0,0,0,1,2,2,1,7,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,63,16,60,30
2803,2,1,2,2,2,2,0,0,0,0,1,2,2,1,7,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,67,17,83,37
2804,2,6,2,2,9,6,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,60,8,76,27
2805,2,4,4,1,1,5,0,0,0,0,1,2,2,1,47,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,78,20,109,36
2806,2,1,2,2,10,1,0,0,0,0,1,2,2,1,7,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,84,20,108,36
2807,1,6,2,2,14,6,1,0,0,0,0,1,2,2,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,102,28,138,45
2808,2,4,4,3,2,6,1,0,0,0,0,2,2,1,47,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,78,28,121,28
2809,1,6,4,3,2,6,0,1,0,0,0,2,1,3,47,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,76,27,112,31
2810,2,1,2,2,9,2,0,0,0,0,1,2,2,1,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,63,20,102,32
2811,1,4,1,3,2,5,0,0,0,0,1,2,2,2,28,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,60,18,122,24
2812,1,6,1,1,11,6,0,0,0,0,1,2,1,2,28,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,74,16,84,35
2813,2,6,2,2,2,6,0,0,0,0,1,2,2,2,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,59,16,78,35
2814,2,6,2,2,2,6,1,0,0,0,0,2,2,2,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,68,16,121,31
2815,2,2,2,2,8,3,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,65,15,82,32
2816,2,5,2,2,3,6,0,0,0,0,1,2,3,2,7,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,80,24,112,33
2817,2,2,2,2,8,2,0,0,0,0,1,2,2,4,7,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,76,22,86,41
2818,2,4,1,2,3,5,0,0,0,0,1,1,4,2,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,61,16,84,30
2819,1,5,4,3,1,6,0,1,0,0,0,2,2,1,47,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,78,21,106,36
2820,1,4,2,2,2,5,0,0,0,0,1,2,3,2,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,73,21,108,35
2821,2,2,2,2,8,1,0,0,0,0,1,2,4,1,7,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,74,18,85,36
2822,2,1,2,2,10,2,0,0,0,0,1,2,2,1,7,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,65,18,101,36
2823,1,6,2,2,11,6,0,0,0,0,1,2,2,3,7,5,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,60,16,84,30
2824,2,6,4,1,1,6,0,0,0,0,1,2,1,3,47,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,66,20,86,31
2825,2,6,2,2,1,6,0,0,0,0,1,1,2,3,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,81,16,111,33
2826,2,3,2,3,3,4,0,0,0,0,1,2,3,1,7,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,105,28,137,38
2827,2,4,4,3,1,5,0,0,0,0,1,2,1,1,47,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,68,15,137,36
2828,2,4,4,3,12,5,1,1,0,0,0,1,2,1,47,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,82,24,112,33
2829,1,2,2,2,5,3,0,0,0,0,1,2,2,4,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,60,16,84,30
2830,2,2,1,3,3,3,0,0,0,0,1,2,2,1,28,1,2,6,0,0,0,0,1,1,0,0,0,0,0,0,1,75,20,107,36
2831,2,2,4,3,1,2,0,0,0,0,1,2,2,4,47,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,65,16,84,30
2832,2,3,2,2,1,4,0,0,0,0,1,2,4,1,7,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,65,20,112,30
2833,1,2,2,2,2,2,0,0,0,0,1,2,2,1,7,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,71,20,103,41
2834,1,5,2,1,1,6,0,0,0,0,1,2,2,3,7,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,1,47,23,114,31
2835,2,6,2,1,1,6,1,1,0,0,0,2,2,3,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,57,20,82,30
2836,2,6,2,2,1,6,0,0,0,0,1,2,2,2,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,60,18,118,36
2837,2,5,1,1,3,5,0,0,0,0,1,2,2,2,29,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,54,17,84,31
2838,2,1,2,2,9,2,0,0,0,0,1,1,2,1,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,105,28,140,39
2839,2,1,2,2,1,2,0,0,0,0,1,2,2,1,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,59,17,86,30
2840,1,6,2,1,5,6,1,1,0,1,0,2,2,2,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,54,24,118,30
2841,2,6,2,2,6,6,1,0,0,0,0,2,2,3,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,78,18,109,42
2842,2,4,2,2,1,5,1,0,0,0,0,2,4,2,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,61,24,137,37
2843,2,2,4,3,1,3,0,0,0,0,1,2,2,2,47,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,58,20,85,34
2844,1,6,2,2,1,6,1,0,0,0,0,2,2,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,82,22,100,42
2845,2,3,2,2,1,1,0,0,0,0,1,2,2,1,7,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,57,16,110,29
2846,1,6,2,2,1,6,0,0,0,0,1,2,3,3,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,65,20,102,33
2847,2,5,2,2,2,6,0,0,0,0,1,2,2,4,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,62,28,140,31
2848,2,2,2,2,3,3,0,0,0,0,1,2,2,1,7,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,2,87,15,113,48
2849,2,6,2,2,6,6,0,0,0,0,1,2,2,2,7,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,63,20,108,35
2850,2,5,2,2,1,6,0,0,0,0,1,2,2,1,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,30
2851,1,6,2,2,12,6,0,0,0,0,1,2,2,1,7,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,69,25,113,37
2852,2,1,2,2,8,1,0,0,0,0,1,2,2,1,7,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,85,16,109,39
2853,2,2,2,2,1,4,0,0,0,0,1,2,2,4,7,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,70,24,107,40
2854,2,3,4,3,3,5,0,0,0,0,1,2,2,2,47,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,58,14,87,34
2855,1,6,4,3,10,6,0,0,0,0,1,2,2,1,43,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,83,31
2856,1,6,1,3,2,6,0,0,0,0,1,2,2,2,28,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,93,28,135,43
2857,2,3,2,1,5,4,1,0,0,0,0,2,2,1,7,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,2,80,17,111,33
2858,2,2,4,3,1,2,0,0,0,0,1,2,2,1,43,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,67,19,82,37
2859,2,2,2,2,7,2,0,0,0,0,1,2,2,1,7,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,84,30
2860,2,1,2,2,1,1,0,0,0,0,1,2,2,1,7,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,81,14,89,37
2861,1,5,2,2,2,6,0,0,0,0,1,2,2,2,7,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,68,20,74,36
2862,2,2,2,2,2,3,0,0,0,0,1,2,2,4,7,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,2,61,16,72,34
2863,2,4,4,3,1,5,0,0,0,0,1,2,2,1,47,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,63,20,111,31
2864,2,2,2,3,1,3,0,0,0,0,1,2,2,4,2,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,58,28,140,41
2865,2,3,2,1,1,3,0,0,0,0,1,2,2,1,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,74,24,127,30
2866,2,2,2,1,8,2,0,0,0,0,1,1,2,1,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,84,16,108,35
2867,1,3,2,1,10,3,0,0,0,0,1,1,2,1,2,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,88,22,138,41
2868,2,2,2,2,7,2,0,0,0,0,1,2,2,1,7,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,64,13,84,28
2869,2,1,2,1,9,2,0,0,0,0,1,2,2,1,2,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,135,42
2870,1,4,1,2,11,6,0,0,0,0,1,1,2,4,7,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,51,28,140,30
2871,2,6,2,2,1,6,1,0,0,0,0,2,2,2,7,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,67,20,105,34
2872,2,2,2,2,10,3,0,0,0,0,1,2,2,1,7,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,71,22,78,35
2873,2,1,2,3,5,2,0,0,0,0,1,2,2,1,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,79,24,112,40
2874,2,1,2,1,11,2,0,0,0,0,1,2,2,1,2,5,1,6,0,0,0,0,0,0,0,1,0,0,0,0,2,63,14,75,34
2875,1,1,2,3,2,2,0,0,0,0,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,76,20,115,35
2876,2,2,2,3,2,2,0,0,0,0,1,2,2,1,2,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,57,20,84,30
2877,2,5,4,3,1,6,0,0,0,0,1,2,2,1,47,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,74,21,75,28
2878,1,1,2,3,9,1,0,0,0,0,1,1,2,1,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,67,26,110,30
2879,1,1,2,3,3,1,0,0,0,0,1,2,2,1,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,75,19,107,36
2880,2,1,2,3,2,1,0,0,0,0,1,1,2,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,74,24,112,40
2881,2,2,4,3,1,3,0,0,0,0,1,2,2,1,47,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,54,24,112,30
2882,2,6,1,2,1,6,1,0,0,0,0,1,2,3,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,58,21,83,30
2883,2,1,2,2,10,1,0,0,0,0,1,2,2,1,2,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,60,18,95,34
2884,2,2,2,3,1,3,0,0,0,0,1,1,2,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,89,24,127,33
2885,1,6,2,3,2,6,0,0,0,0,1,1,2,3,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,60,16,84,30
2886,1,4,2,1,2,5,0,0,1,0,0,1,3,3,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,78,28,140,49
2887,2,6,2,2,1,6,0,0,0,0,1,1,2,2,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,60,16,84,30
2888,2,6,1,2,1,6,0,0,0,0,1,1,2,3,36,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,76,15,115,37
2889,2,1,2,2,1,2,0,0,0,0,1,2,2,1,7,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,73,20,115,32
2890,2,6,1,1,3,6,0,0,0,0,1,2,2,2,28,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,63,20,86,30
2891,2,2,4,3,3,4,1,0,0,0,0,2,1,1,47,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,2,87,24,103,37
2892,1,6,2,2,7,6,0,0,1,0,0,2,3,3,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,73,13,83,31
2893,2,5,4,3,1,5,0,0,0,0,1,2,1,1,47,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,99,28,140,44
2894,1,1,2,2,15,2,0,0,0,0,1,2,2,1,7,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,70,22,107,31
2895,2,1,2,3,6,2,0,0,0,0,1,1,2,1,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,2,78,24,108,30
2896,2,1,2,2,6,2,0,0,0,0,1,1,2,1,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,2,86,24,112,32
2897,2,5,2,2,15,6,1,0,0,0,0,2,3,3,7,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,76,19,120,38
2898,1,5,4,3,14,6,0,1,0,0,0,2,2,2,45,2,1,4,0,0,0,0,0,1,1,1,0,0,0,0,2,61,16,77,30
2899,2,5,1,1,3,6,0,1,0,0,0,2,2,2,37,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,2,79,14,87,31
2900,2,6,4,3,1,6,0,1,0,0,0,2,2,1,47,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,57,24,112,30
2901,1,2,2,1,11,2,0,0,0,0,1,2,2,4,2,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,62,16,91,36
2902,2,1,2,1,2,1,0,0,0,0,1,2,2,1,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,80,21,121,41
2903,2,2,2,1,1,2,0,0,0,0,1,2,2,1,2,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,65,20,122,33
2904,2,5,4,3,1,5,0,0,0,0,1,2,2,2,47,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,57,20,102,30
2905,2,2,1,3,3,2,0,0,0,0,1,2,2,1,28,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,86,20,112,38
2906,1,6,4,3,1,6,0,0,1,0,0,1,1,3,47,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,82,28,114,35
2907,2,1,1,1,2,2,0,0,0,0,1,1,2,1,37,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,78,24,107,30
2908,2,2,2,1,3,3,0,0,0,0,1,1,2,2,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,50,20,140,31
2909,1,5,1,2,3,6,0,0,0,0,1,2,2,2,37,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,70,19,93,40
2910,2,2,1,3,1,3,1,0,0,0,0,2,2,1,37,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,75,24,139,30
2911,2,1,2,3,9,2,0,0,0,0,1,2,2,1,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,57,20,106,31
2912,2,2,1,3,1,2,0,0,0,0,1,1,2,4,37,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,64,18,97,35
2913,2,2,1,1,3,3,0,0,0,0,1,1,2,1,37,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,2,62,20,108,35
2914,1,4,4,3,2,5,0,1,0,0,0,1,2,1,47,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2,60,16,101,32
2915,1,3,1,1,3,4,0,0,0,0,1,2,2,1,37,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,54,24,112,30
2916,2,4,1,1,1,5,0,0,0,0,1,2,2,1,37,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,72,20,108,34
2917,1,2,4,1,11,4,0,0,0,0,1,2,2,1,48,1,2,4,1,0,0,1,0,1,0,0,0,0,0,0,2,60,16,84,30
2918,2,3,4,3,12,3,0,0,0,0,1,2,2,2,48,4,1,4,1,1,0,1,1,1,0,0,0,0,0,0,2,56,24,85,30
2919,2,2,4,3,2,3,0,0,1,0,0,2,1,4,48,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,58,16,59,30
2920,2,2,4,3,11,3,0,0,0,0,1,2,2,2,48,5,1,4,0,1,1,0,0,0,0,0,0,0,0,0,2,53,24,112,30
2921,1,5,4,3,1,6,0,0,0,0,1,2,1,2,48,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,88,25,139,50
2922,2,2,4,3,2,3,0,0,0,0,1,2,2,1,48,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,60,18,112,30
2923,2,3,4,3,13,3,0,0,0,0,1,2,2,4,48,4,2,4,0,1,1,1,1,1,0,0,0,0,0,0,2,82,24,112,31
2924,2,3,4,1,3,4,1,0,0,0,0,2,2,1,48,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,58,24,84,30
2925,2,1,4,3,1,2,0,0,0,0,1,1,1,1,48,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,92,28,140,30
2926,2,2,4,3,2,3,0,0,0,0,1,2,2,2,48,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,60,16,84,30
2927,2,1,1,1,1,2,0,0,0,0,1,2,2,1,37,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,72,20,98,37
2928,2,2,4,3,1,4,0,0,0,0,1,2,2,2,48,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,62,13,112,27
2929,2,1,4,3,2,1,0,0,0,0,1,2,1,1,47,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,60,16,84,30
2930,2,3,4,3,3,3,0,0,0,0,1,2,2,1,48,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,67,17,111,33
2931,2,2,4,3,2,3,0,0,0,0,1,2,2,1,48,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,77,24,112,30
2932,1,1,1,1,3,2,0,0,0,0,1,2,2,1,37,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,69,16,114,33
2933,2,2,1,1,1,2,0,0,0,0,1,2,2,1,37,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,66,16,89,33
2934,2,1,4,3,1,2,0,0,0,0,1,1,2,1,48,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,63,28,140,35
2935,2,3,4,3,1,4,0,0,0,0,1,1,2,1,47,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,96,24,103,45
2936,2,2,1,3,13,3,0,0,0,0,1,2,2,1,37,4,2,2,0,1,1,1,1,0,0,0,0,0,0,0,2,65,20,112,41
2937,2,2,4,3,2,2,0,0,0,0,1,2,2,1,48,6,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,74,20,110,38
2938,1,6,4,3,1,6,1,1,1,0,0,1,1,2,48,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,78,24,112,40
2939,2,2,1,1,1,3,0,0,0,0,1,2,2,1,37,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,71,21,112,42
2940,1,6,2,2,5,6,0,0,1,0,0,1,2,3,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,61,20,90,30
2941,2,6,2,1,2,6,0,0,0,0,1,2,2,3,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,60,16,112,30
2942,1,2,2,1,1,3,1,0,0,0,0,2,4,2,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,57,20,104,30
2943,1,6,2,1,2,5,0,0,0,0,1,2,2,4,6,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,60,16,84,30
2944,2,2,2,1,3,3,0,0,0,0,1,2,2,1,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,54,20,112,29
2945,2,6,2,1,3,6,1,0,0,0,0,2,2,2,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,58,24,112,31
2946,1,2,2,3,11,3,1,0,0,0,0,2,2,4,6,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,70,25,140,33
2947,1,2,2,3,2,2,0,0,0,0,1,2,1,1,6,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,30
2948,2,4,2,1,3,5,1,0,0,0,0,2,4,2,6,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,60,20,84,33
2949,2,6,1,1,3,6,0,0,0,0,1,2,3,2,6,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,65,18,108,30
2950,2,4,2,3,2,5,1,0,0,0,0,2,4,2,6,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,72,19,88,32
2951,1,3,2,3,11,4,0,0,0,0,1,2,4,1,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,60,16,84,30
2952,1,3,2,1,11,4,0,0,0,0,1,2,2,1,6,5,1,3,0,0,0,0,0,0,1,1,1,0,0,0,2,51,28,140,30
2953,2,5,2,1,2,6,0,0,0,0,1,2,2,2,6,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,78,28,125,44
2954,1,4,1,1,11,4,0,0,0,0,1,2,2,1,6,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,59,20,89,34
2955,1,1,2,1,1,2,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,61,24,112,30
2956,2,1,1,1,1,2,0,0,0,0,1,2,2,1,6,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,51,28,140,30
2957,1,4,2,1,1,4,1,0,0,0,0,1,2,2,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,59,22,109,31
2958,1,2,2,3,11,2,0,0,0,0,1,1,2,4,6,5,1,3,0,0,0,0,0,0,1,0,1,0,0,0,2,54,24,84,30
